Customer Review,Sentiment
"bocor!! paket basah, jd tinggal bublrwrap terikat isolasi aja plus liquid. rasa nya mau gak mau tidak enak. untuk yang lainnya (botol kaca) aman",Negative
Bocor. Tutup tidak tertutup dengan rapat,Negative
pesan 50pc dikirim 25pc padahal bayar 50pc?? sangat kecewa,Negative
karungnya super tipis tidak sesuai di gambar,Negative
"kurang 1, penjual kurang teliti atau sengaja.",Negative
Paket gepeng gosend gak bener Pelayanan kurang bertanggung jawab done.,Negative
"parahhhhh kecewa bgt bilang bahan yg tebel tpi datang tipis murahan, mana pesanan di kali 4 nilainya hasilnya jelek bgtttt, jgn mau pesen di toko ini parah bgtttttttttttttttttttttttttttttttttt",Negative
lubang nya jelek bgt,Negative
"Salah kirim bos! Dikirim yang menthol, mana rasa mentholnya strong banget lg overpower di mulut, ngilangin rasa tembakaunya.",Negative
"Kecewa! beli terpal sesuai rekomendasi penjual. Terpal bocor, lem tidak rata. Chat ke penjual after sale tidak digubris. Parah Sih!",Negative
bungkusannya kaya dah pernah di buka asal aslan lecek smua fotonya,Negative
"RESCUE FROM DAMAGE BOX, ngga guna jg, nyampe rumah, boxnya penyok2",Negative
"gak ada sablon di box nya, harga mahal pula",Negative
ANCUR DAH PELAYANANNYA. GAUSAH KESINI DAH KALO GAK MAU KAPOK,Negative
Barang sampah. Bilang authentic ternyata barang kw. Saya beli 3 Box sudah saya tanyakan kepastian katanya authentic. Saya pakai baru berapa jam sudah pahit. Barang kw semua.,Negative
"Penjual gak sopan santun , diblngin malah ngengasss , ANEH!!",Negative
Pakai esktra bubble udah bayar ternyata saat dikirim tidak diberi bubble,Negative
Pengiriman sangat buruk respon penjual jg buruk. Ah kapok pesen d sini.cm mau ambil untung doang ndak mau tau penjualnya.seminggu baru terima barang,Negative
ga ada gunanya atc ini tetap ga dikasi bubble..bikin rugi aja..,Negative
"padahal udh atc bubble tapi gaada , paraaaaah tolong perbaikin , biar pembeli puas",Negative
percumaa atc ... orangg gakk adaaa dipakett nyaaa ...,Negative
"Tidak layak packing nya. bubblenya banyak yang kempes, sepertinya bekas pakai.",Negative
"HEH BISA DAGANG GAK LOOO ????? GW UDAH BILANG YAH....GW SALAH KLIK ALAMAT KENAPA LO MALAH TETEP KIRIM BARANG KEALAMAT GW YG SALAH ?????????? LO KAN UDAH JELAS2 TOLAK ORDER GUE (TARIF ONGKIR 8RB) DAN GW ATC ULANG (TARIF ONGKIR 123RB) KENAPA LO TETEP NGIRIM BARANG KELAMAT YANG SALAH !!!!!!!!!!!!!!!!!!!!!!! LO PROFESIONAL DONG!!!!!!!!!!!!!!! UDAH BARANG GW NYASAR ! GAUSAH LO PURA2 PK CANCEL BARANG+KASIH RESI , KALO EMANG BARANGNYA TETEP DIKIRIM KEALAMAT YG PERTAMA !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! GW SERING BELANJA DISINI YAH !!! BARU KALI INI AJA GUE SALAH KLIK ALAMAT TAPI GW NYESEL SAMA TANGGEPAN LO !!!!!!!!!!!!",Negative
BELI TAPI PAKETAN DATANG G DIKASIH  PENYOK DAH,Negative
saya udah beli tpi gaak di sertakan . Huh. Bohong,Negative
"MAC HANCUR, PADAHAL SUDAH ADD BUBBEL. KRN KARDUS CUMAN NEMPEL DOANK DI MAC, JD KETINDIH2 PECAH",Negative
jelek sekali packingnya...hand body saya pada tumpah...,Negative
ancuuuurrrr bubukkkk remukkk tak berbentukkkkkkkkkkkkkkkkkkllkl,Negative
buruk super duper buruk kok bisa rusakk dlm nya ini pasti di banting2 sama JNE heran udah di bilang pake YESS YESS malah REG 15 sedia in yess dong tokopedia heran saya,Negative
payahhh.. packing asal cm plastik dustnya manaaa?,Negative
Koq dibungkus bubble doank tanpa kardus.. sy kan jg bayar kardus + bubble sis -_-,Negative
kardus bekas pk bayar..,Negative
"udah pesen pke dus, gak ada dus nya. mending gak udah pke dus dah",Negative
Packing tidak sesuai deskripsi ....Kardussss bekassssss,Negative
Kemasan box bekas.....,Negative
payah...gk di ikut sertakan pdhl sudah byr. ma'af saya kirim hanya 1 bintang,Negative
Mana gak ada bubble wrapnya,Negative
ini kok ga ada di stand hanger pesanan saya? buat apa saya tambahin biaya,Negative
GA ADA PACKING BUBBLE NYA,Negative
"Percuma jg kasih buble warp dikasih brg reject pabrik, ga bs kasih pot.pula Rese",Negative
"Respon seller sangat cepat dan ramah, packing sangat rapih... RECOMMENDED SELLER lah pokok nya !!!!",Positive
LANGGANAN ??????????,Positive
auto langganan ????,Positive
"ala cartenya leanding om,tengkyu...beli untuk yg kesekian kali selalu memuaskan...sukses selalu",Positive
Ahh selalu memuaskan belanja disini,Positive
mantap ..dislorikin aja ..bro,Positive
"Alhamdulillah untuk barang sangat sangat bagus, sudah beli 2 kali. pesanan di proses dengan sangat cepat??????????????????????????????????????????",Positive
mantap sekali klu bisa kasih bintang 7 wkwkkwkwk,Positive
"Packing rapi dan memuaskan, mantabh",Positive
Mantapp!! Packing rapi dan fast respon! Recommended lah!!,Positive
Suka sama box nya ciamik dehhhhhhhhhhhhhhhhhhhhh,Positive
"Mantap, sesuai ekspetasi, proses cepat, sipp lahhhhhhhhhhhhhhhhhhhhhh ????????????????????",Positive
"mantap barangnya sesuai,bagus makasih min??????",Positive
"mantap sesuai pesanan, bakonya bener� mentol????respon cepat ,,, pengiriman cepat??????",Positive
"Hasil memuaskan, bahan sesuai deskripsi, dan pengerjaan cepat was wes wus",Positive
"suka banget belanja disini, pelayanannya sangat cepat dan ramah juga kooperatif. barang datang packagingnya aman bangettttttt... hasilnya yaowoh memuaskan ?? secinta itu sama final touch nya... yakin repeat order kalo ada acara� lagi",Positive
MANTAPPPPP,Positive
Repurchase warna yg beda. Toko fast respond dan sesuai review sebelumnya bahwa item sesuai dan bahan bagus lgsg menyerap ke bahan canvas. Sukses selalu????????????,Positive
Rqpihhhhhhhhhhhhhhhh,Positive
Bagusssssssssssssssssss,Positive
manchapppp.. sy suka. rekomen seller..,Positive
mantappp,Positive
mantab rekomended banget,Positive
MANTAP,Positive
terimakasih barangnya bagus banget,Positive
"kualitas dan bahanya sangat bagus,,??????",Positive
Recomended seller,Positive
mantap,Positive
mantap berkualitas,Positive
Barang mantap,Positive
mantap??,Positive
Mantap surantap,Positive
"sdh 2 tahun berlangganan memakai cat sablon ini..hasil ajib,seller nya juga ajib",Positive
"mantep, respon cepat, pengiriman instan. recomended banget",Positive
udah langganan,Positive
"Barang udah sampai, maaf baru konfirmasi. Sesuai review di yt, barangnya rekomended buat yang mau menekan cost.",Positive
recommended seller..udah order yg ke 16 kali,Positive
mantap pokoknya.,Positive
"maaf baru ulas, sibuk nyablon ???? barang sudah saya terima... pengiriman cepat, ga nyampe 24 jam... respon seller oke... kualitas josss... packing oke... langganan... recommended seller.... mohon maaf tidak menyertakan photo produk karena sudah dijahit dan dikirim, pokonya bagus, ini untuk pembelian kesekian sekian sekian sekian kali... terimakasih sehat selalu...",Positive
"order teroooos,moga smua dimudahkn rzq ny...",Positive
"gatel di tenggorokan jgn beli deh loe,nyesel gw beli",Negative
"Barang pesanan sampai, cuma tidak sesuai dengan yg saya pesan, komplain tidak ditanggapi dibales cuma sekedarnya, di telp tidak diangkat, di wa gak di bales, dr pada lama nunggu balasan dr agan ini mending saya jual aja tu liquid.. br kali ini belanja di tokopedia nemu seller yg kyak begini..gak2 lagi2 deh belanja disini percuma Di deskripsi gede2 ditulis jgn sampai kurang isi keterangan soalnya bkl_an di kasih random ehhh ini malah seller nya sendiri yg salah begitu, minta maaf pun gak..mending dikasih Nic 6 pesannya Nic. 3 tp produk sama, lah ini seller salah ngirim produk yg dipesan.. Kalo saya siy kecewa berat belanja disini krn barang salah kirim taunya bakalan susah di retur...saya juga lg liburan gara2 begini saya sibuk ngurusin beginian nunggu2 masalah ini cepat kelar.. SORRY TO SAY NOT RECOMMENDED SELLER",Negative
"Karung baru bkn bekas,tipis... ga sesuai gambar.... kapok belanja lg",Negative
Karungnya lbh byk yg rusak(17) drpd yg bagusnya(8)....??????. Ga bs dipakai buat beras lg???,Negative
"mungkin pada saat pengiriman, alangkah baiknya kalau di bungkus kardus. dr 50 lembar, 11 lembar bolong. semoga kedepan lebih baik lg.",Negative
ANCUR DAH PELAYANANNYA. GAUSAH KESINI DAH KALO GAK MAU KAPOK,Negative
Not recommended seller,Negative
.mas yg filter ini kok saya enga terima. Yg lain itu ada cuman yg ini yg enga ada. Bagaimana,Negative
"Alat Linting nya Patah/Rusak,...",Negative
warna gak sesuai..bukan hijau muda,Negative
"Barang yang dikirim beda dengan di gambar, yang dikirim merek TUMPAH (gk jelas). Ditanya dapat kuas malah jawab yang lain. Hati2 tukang tipu. Gk niat jualan.",Negative
"D produk yang d jual mereknya alus shoes tp pas nyampe mereknya tumpah,, Pesennya warna cream datengnya coklat muda ??",Negative
Dijualnya barang yg udah mau expired.. Pantesan aja koq murah..,Negative
Beli packing Dus sama bubble tp Dus ndak dikirim... Mohon diperhatikan kembali,Negative
udah order buble tapi Buble nya gk ada . untung gk kenapa2,Negative
jelek sekali packingnya...hand body saya pada tumpah...,Negative
packing sama sekali gak ada dus+bubble...,Negative
ancuuuurrrr bubukkkk remukkk tak berbentukkkkkkkkkkkkkkkkkkllkl,Negative
G dikirim sm bubble wrap T.T,Negative
Gk ada tambahan bublenya yg ada banyak koran nya.,Negative
"Tidak bisa maksimal hasilnya, tetap saja ada yang pecah",Negative
Udah Tertulis +Buble Tp Gak Ada Bublenya...untung G pecah...mau komplain nanggung uang 2rb,Negative
"bubel gak di kasih,,, padahal ud atc...................",Negative
bubble tdk ada. padahal saya sudah pesan bubble,Negative
gk di kasih ini padahal sya sudah beli,Negative
Pipetnya tidak dikirim. .,Negative
Tidak ada dlm box,Negative
respon seller lambat.. 2 hari dl baru barang dikirim..,Negative
"LAMAAAA BGT hampir 7 hr.. Kaya preorder... Barang d proses stlh 3 hari itu pun blm d kirim.. Barang sampe, kurang.. Di komplain, awal nya d terima. Ga lama d cancel komplain nya.. Ga ada penjelasan...",Negative
Pesan nut slider 4 kenapa cuma datang 2?,Negative
Tidak dipotong sesuai permintaan,Negative
Tidak Recomend seller dan Hati kalau berbelanja di seller ini karena seller nya tidak bertanggung jawab,Negative
Bocor rembes bagian atas . kalo dimiringin bisa abis,Negative
"Packing terlalu padet, liquid bocor banyak",Negative
Bahan jelek mudah patah ..baru dua x pakai saja sudah patah jarumnya dan pegangannya keras sekali sungguh sangat merepotkaan dan membuta kerja lebih lambat ..lebih baik beli yang agak mahal tapi lebih berkualitas,Negative
"Barang gampang rusak,jarumnya lepas terlempar",Negative
"pengiriman sih cepat, cuma tag gun nya langsung rusak ga bisa dipake gan, saran, mnding di test dulu sebelum dikirim produknya supaya lain kali ngga kejadian kayak gini lagi.",Negative
"Kualitas bukan foto asli, tapi hanya cetakan foto digital dgn kretas kualitas rendah. Kami tidak bisa menggunakan ini untuk exhibition kami karena kualitasnya terlalu rendah.",Negative
"Tolong d perhatikan sblum d kirim pak, order cream custard, yg datang cream poundcake.",Negative
notrecomedet respon lambat pengiriman lambat penjual tidak ramah janji mau beri bonus,Negative
slalu OK belanja disini,Positive
Lampunya terang. Pas di kepala. Produk yang diterima lengkap.,Positive
"Barang sesuai gambar, pengiriman juga cepat.",Positive
Berfungsi dengan baik.,Positive
Pembelian kesekian kalinya! Puas??. Packing aman ??. Kuat dan kokoh.,Positive
Produk yang diterima lengkap. Lampunya terang. Pas di kepala. pengiriman standard. paket sampai dengan aman. makasih,Positive
Terima kasih barang sampai dan sesuai deskripsi,Positive
bagus.. sesuai deskripsi,Positive
"trmksh barang sesuai pesanan, fungsi normal... tingkatkan terus pelayanan...",Positive
"Barang sudah diterima nih kak, makasih yaa",Positive
"Nyaman, ga licin, mantebbb",Positive
Produk original ??,Positive
Produk original ??. Nyaman dipakai ??. Dijamin Termurah.,Positive
"sudah kesekian kali saya belanja produk atalon, sangat puas. pengirima cepat, produk original bahannya pun nyaman di pakai. pokoknya recommended buat pecinta olahraga lari dll...Produk original ??. Dijamin Termurah. Nyaman dipakai ??.",Positive
"pas mantab... sebelumnya sempat keabisan stock, tapi akhirnya skrg kebagian juga",Positive
Produk original ??. Nyaman dipakai ??.,Positive
"udah berkali beli disini, adminny bener sopan & sangat responsive, sempet salah ukuran langsung bisa retur buat ganti ukuranny, proses mudah & cepatt! emg the best atalon!",Positive
Bagus� ???? bahannya enak,Positive
"Nyaman dipakai ??. enak sih dipakai, kantong belakang ngebantu banget buat nyimpen hape.",Positive
"barang cakep, bahan adem, kantong juga lega plus ada resleting, pengiriman cepat, terbaik",Positive
"Nyaman dipakai ?? Bahannya enak, fitting buat lari banget. Kekecilan sebenernya, tapi tenang ada garansi 45 hari & bisa tuker size Produk original ??",Positive
Produk original ??. Dijamin Termurah. Nyaman dipakai ??.,Positive
"Packing rapih, cepat dan produk sesuai deskripsi. Recommended seller ??",Positive
"Terima kasih, barang sudah diterima. Cukup bagus bahan n designnya. Nyaman dipakai.",Positive
Bagus dan ini order saya yang kedua.,Positive
Sudah diterima dengan baik. Produk sesuai dan nyaman dipakai. Terima kasih.,Positive
enak celananya nyaman dipakai,Positive
Barang bagus sesuai expectasi. Nih order lagi. Keep up the best quality and service.,Positive
Berfungsi dengan baik.,Positive
"sesuai pesanan yaa,lama bgt smpx tp Kualitas bahan mantap ??. Dijamin Termurah. Berfungsi dengan baik.",Positive
seluruh barang diterima dalam keadaan baik dan sesuai deskripsi. terima kasih.,Positive
Kencang dan nyaman. Aman untuk aktivitas. Dijamin Termurah.,Positive
sesuai pesanan mantap,Positive
barang telah sampai dengan packaging yg bagus,Positive
"bahannya adem banget ini yang saya butuhkan ,, murah kualitas ga murahan thanks seller dan tokped",Positive
Jadi semangat mancing.,Positive
joss produknya.. toko respon cepat,Positive
mantap ... cepat sampai ...,Positive
Nyaman dipakai yoga ??. Produk sesuai Ekspektasi.,Positive
Cepat memproses pengiriman. Dipacking aman dan rapih.,Positive
mengecewakan,Negative
barang sangat jelek .. tipis.. kaku .. tidak elastis .. tidak sesuai dengan harganya .. saya sangat kecewa berat .. jangan sampai beli ini disini lagi ..,Negative
"Barang cacat, sablonnya tidak rapih, sudah luntur ketika diterima",Negative
Bru dipakai 4 kali alat sudah rusak. Penjual tdak bsa menganti,Negative
"mengecewakan, barang tdk sesuai dgn yg ditawarkan, ada cacat (berlubang) dan buatan kasar.",Negative
mengecewakan,Negative
gak bisa nyala.,Negative
maaf saya kasih bintang 1 katanya barang udha dicek. aktual sampe saya rusak??,Negative
sy apes diorderan yang entah keberapa ini. ternyata penjual tidak ramah terhadap pelanggan,Negative
penjual bilang batterynya 18650 ternyata battery tanam yg tdk bisa di ganti2. Kecewa lah aku.,Negative
"tali senter kepala ,berubah... gak bagus.... kecewa.",Negative
barangnya kurang satu,Negative
gabisa di pakai kcewa dahhh,Negative
"kecewa sih sama barangnya, ngk sesuai Ekpektasi, ngk bisa dilempar dong??",Negative
"mhon maaf cuma bntang 2 soal ny saya kecewa,, pas d buka pertama x.. ada lecet lecet nya di bagian atas tutup pen",Negative
Ada kekecewaan ketika lihat brg datang.....Aq pikir barang beda dgn Fishing pen yg ada dipasaran tp ternyata sma saja mlah ini meragukan ketahanannya.......lihat fto komentar smua typenya sma tp yg dikirim ke Aq mlah beda.,Negative
repon dan pengiriman lambat di luar estimasi,Negative
pesan 2 dikirim 1. ga bisa komplain. karena ga ada video. sudah dikirim foto tetap gabisa. respon lama. baru sehari setelahnya minta no.resi. ga waktu hari pas komplain minta nomor resi. silahkan ambil 16rbu nya.,Negative
barang yg dikirim tidak ada dilist barang yg surah ditulis tapi dianggap ada. padahal yg bikinnlist penjual sendiri. dia yg menginkarin sendiri,Negative
"kecewa sama seller dan toko nya.. beli produk flash sale tp malah stok kosong.. udah gitu kirim nya lama banget, seller nya jaka sembung lagi..",Negative
Kecewa aja sih sama kebijakan tokonya huhu,Negative
"mengecewakan tidak sesuai diskripsi panjangnya ternyata 30cm, di diskripsi 38-40cm, pesan 3 ps semuanya panjangnya 30 cm, ajuin komplain malah rugi di ongkir. Sial deh ??",Negative
